airport_id,airport_name
763,DANIEL FIELD ARPT
764,DOVER AIR FORCE BASE
765,JOHN H BATTEN ARPT
766,BERMUDA DUNES ARPT
767,MASON CITY MUNICIPAL
768,KENAI MUNICIPAL ARPT
769,SUNRIVER
770,CHANDLER MUNICIPAL ARPT
771,JEFFERSON COUNTY INTL
772,MADISON COUNTY ARPT
773,NEWARK-HEATH ARPT
774,DODGE CITY REGIONAL ARPT
775,PALO ALTO ARPT OF SANTA CLARA COUNTY
776,GRATIOT COMMUNITY
777,NORTHERN MAINE REGIONAL
778,GREENWOOD LAKE ARPT
779,HAYS REGIONAL
780,CUSTER ARPT
781,M GRAHAM CLARK - TANEY COUNTY ARPT
782,RAMONA ARPT
783,KILLEEN/FT HOOD REGIONAL
784,RICHARD I BONG ARPT
785,TRIPLE W ARPT
786,WINSTON FIELD ARPT
787,EDWARD F KNAPP STATE ARPT
788,LEESBURG INTL ARPT
789,ANIMAS AIR PARK
790,LAKE CITY MUNICIPAL ARPT
791,CRYSTAL ARPT
792,ST GEORGE MUNICIPAL ARPT
793,SOLDOTNA AIRPORT
794,GILLESPIE COUNTY
795,MARCH ARB ARPT
796,BROOKS COUNTY
797,FARMINGTON REGIONAL
798,MIDDLE PENINSULA REGIONAL ARPT
799,CLAYTON COUNTY ARPT- TARA FIELD
800,PATUXENT RIVER NAS
801,GENESEE COUNTY ARPT
802,WASHINGTON COUNTY
803,ANDREWS AIR FORCE BASE
804,FLAGLER COUNTY ARPT
805,BERT MOONEY
806,DICKINSON-THEODORE ROOSEVELT RGNL
807,FESTUS MEMORIAL ARPT
808,PERRY COUNTY MUNICIPAL
809,EASTERN OREGON REGIONAL ARPT
810,GLENDALE MUNICIPAL ARPT
811,FOWLER ARPT
812,HEBER CITY MUNICIPAL
813,PEARSON FIELD ARPT
814,NORTH PALM BEACH CNTY GEN AVTN
815,LAWRENCE J TIMMERMAN ARPT
816,BOLINGBROOKS CLOW INTL
817,UGNU-KUPARUK ARPT
818,WASHINGTON COUNTY MEMORIAL
819,NOME ARPT
820,SOUTHEAST TEXAS REGIONAL ARPT
821,MILLINGTON REGIONAL JETPORT ARPT
822,DONALDSON CENTER ARPT
823,CORDOVA MUNICIPAL ARPT
824,LIVINGSTON COUNTY SPENCER J HARDY
825,SCOTT AFB/MIDAMERICA
826,KIRKSVILLE REGIONAL
827,FORT COLLINS-LOVELAND
828,HOMER ARPT
829,VALKARIA
830,HANA ARPT
831,SEBRING REGIONAL ARPT
832,HENDERSON CITY-COUNTY ARPT
833,CHADRON MUNICIPAL ARPT
834,NEW BEDFORD REGIONAL ARPT
835,KIPNUK ARPT
836,FREDERICK MUNICIPAL ARPT
837,GRIFFISS INTL
838,MANISTEE COUNTY-BLACKER ARPT
839,MAGNOLIA MUNICIPAL
840,ROCK HILL (YORK CO) BRYANT FLD
841,MC GUIRE AIR FORCE BASE
842,NIAGARA FALLS INTL
843,MCCONNELL AIR FORCE BASE
844,KIT CARSON COUNTY
845,TRAVIS AIR FORCE BASE
846,WATERTOWN
847,NEW SMYRNA BEACH MUNICIPAL ARPT
848,BRITTON MUNICIPAL ARPT SD
849,LOGAN-CACHE ARPT
850,ARLINGTON MUNICIPAL ARPT (TX)
851,VISALIA MUNICIPAL ARPT
852,PHILIP BILLARD MUNICIPAL ARPT
853,MARSHFIELD MUNI/G HARLOW FLD
854,RUSSELLVILLE REGIONAL ARPT
855,COLES COUNTY MEMORIAL ARPT
856,HARVEY FIELD
857,ZAMPERINI FIELD ARPT
858,POPLAR BLUFF MUNICIPAL
859,WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD
860,HERNANDO COUNTY
861,NEWPORT STATE ARPT
862,VANDENBERG ARPT
863,ENTERPRISE MUNICIPAL ARPT
864,PROVINCETOWN MUNICIPAL ARPT
865,HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT
866,NORTH TEXAS REGIONAL ARPT
867,SOUTHEAST IOWA REGIONAL ARPT
868,CLAREMONT MUNICIPAL ARPT
869,ONTARIO MUNICIPAL ARPT
870,OPA-LOCKA EXECUTIVE ARPT
871,CRAIG MUNICIPAL ARPT
872,WILEY POST-WILL ROGERS MEM
873,LEE'S SUMMIT MUNICIPAL ARPT
874,WARSAW MUNICIPAL (IN)
875,ALPENA COUNTY REG
876,POMPANO BEACH AIRPARK
877,ODESSA-SCHLEMEYER FIELD ARPT
878,ALLIANCE MUNICIPAL ARPT
879,GRANITE FALLS MUNICIPAL ARPT
880,WASHINGTON EXECUTIVE ARPT HYDE FIELD
881,LEA COUNTY REGIONAL ARPT
882,OTTAWA/MACDONALD-CARTIER INTL
883,GREAT BENT MUNICIPAL
884,DELPHI MUNICIPAL ARPT
885,CANYONLANDS FIELD
886,BRAZORIA COUNTY ARPT
887,VANCE BRAND ARPT
888,STILLWATER REGIONAL ARPT
889,BOLIVAR MUNICIPAL ARPT
890,JOHNSTOWN-CAMBRIA
891,SHOW LOW REGIONAL ARPT
892,BALDWIN COUNTY ARPT
893,KALAUPAPA ARPT
894,MERCED MUNICIPAL
895,NEWTON CITY/COUNTY ARPT
896,PELLSTON REGIONAL
897,SPRINGDALE MUNICIPAL ARPT
898,BRUNSWICK GOLDEN ISLES
899,SHALZ FIELD ARPT
900,DILLINGHAM ARPT
901,MESQUITE METRO ARPT
902,FRANK WILEY FIELD ARPT
903,GILLESPIE FIELD ARPT
904,DELAWARE AIRPARK
905,VICKSBURG TALLULAH REGIONAL ARPT
906,WARREN FIELD ARPT
907,WAUKESHA COUNTY ARPT
908,MOUNT AIRY/SURRY COUNTY ARPT
909,GENERAL WM J FOX AIRFIELD
910,ROWAN COUNTY ARPT
911,CINCINNATI-BLUE ASH ARPT
912,WATERTOWN MUNICIPAL ARPT
913,CEDAR CITY REGIONAL
914,POTSDAM MUNICIPAL ARPT
915,AUBURN-OPELIKA RG PITTS
916,SCAMMON BAY AIRPORT
917,GEORGETOWN MUNICIPAL ARPT
918,SASKATOON/JOHN G. DIEFENBAKER INTL
919,SHELL LAKE MUNICIPAL ARPT
920,DEVILS LAKE REGIONAL ARPT
921,GWINNER-ROGER MELROE FIELD ARPT
922,SIDNEY-RICHLAND MUNICIPAL ARPT
923,NORTHWEST FLORIDA BEACHES INTL
924,BOLINDER FIELD - TOOELE VALLEY ARPT
925,PRINCEVILLE ARPT
926,CHEVRON USA INC SEAPLANE BASE
927,LAWRENCE MUNICIPAL  ARPT (KS)
928,TULIP CITY ARPT
929,KNOX COUNTY REGIONAL
930,GEORGE M BRYAN ARPT
931,HARRISON COUNTY ARPT
932,HAVRE CITY-COUNTY ARPT
933,YAZOO COUNTY ARPT
934,EAGLE COUNTY REGIONAL
935,STENNIS INTL ARPT
936,PAUL C MILLER-SPARTA ARPT
937,MC KELLER FLD ARPT
938,PITT-GREENVILLE ARPT
939,DARE COUNTY REGIONAL ARPT
940,TRACY MUNICIPAL ARPT
941,HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY
942,GLACIER PARK INTL
943,WAUPACA MUNICIPAL ARPT
944,COLUMBIA GORGE REGIONAL ARPT
945,VICTORIA INTL
946,CORPUS CHRISTI NAS/TRUAX FIELD
947,IMMOKALEE REGIONAL ARPT
948,CHAUTAUQUA COUNTY/JAMESTOWN ARPT
949,ANIAK AIRPORT
950,WATERTOWN INTL ARPT
951,DAVIS MONTHAN AIR FORCE BASE
952,SHERIDAN COUNTY ARPT
953,PALMYRA (COOPER) AIRPORT
954,KENTMORR AIRPARK
955,EAGLE CREEK AIRPARK
956,RICHLAND ARPT
957,BOB SIKES ARPT
958,BOULDER CITY MUNICIPAL ARPT
959,WEST PLAINS REGIONAL ARPT
960,TUNICA MUNI ARPT
961,THE FLORIDA KEYS MARATHON
962,NORTH BIG HORN COUNTY ARPT
963,MACKINAC COUNTY ARPT
964,HUTCHINSON MUNICIPAL
965,DELAWARE MUNICIPAL ARPT
966,MEFFORD FIELD ARPT
967,CRAWFORDSVILLE MUNI ARPT
968,HICKORY REGIONAL ARPT
969,QUINN FIELD ARPT
970,MONTREAL INTL (MIRABEL)
971,PORT GRAHAM ARPT
972,MARANA REGIONAL ARPT
973,MERRIT ISLAND ARPT
974,GRAYSON COUNTY ARPT
975,LAKE PALOURDE BASE HELIPORT
976,CULPEPER REGIONAL ARPT
977,LAGUARDIA NY
978,DALLAS/FORT WORTH INTL ARPT
979,LAKEFRONT AIRPORT
980,SEATTLE-TACOMA INTL
981,NORFOLK INTL
982,NEW CASTLE COUNTY
983,WASHINGTON DULLES INTL ARPT
984,ATLANTA INTL
985,ORLANDO SANFORD INTL AIRPORT
986,ONTARIO INTL ARPT
987,CHICAGO O'HARE INTL ARPT
988,GROTON-NEW LONDON AR
989,SPIRIT OF ST LOUIS
990,THEODORE FRANCIS GREEN STATE
991,KANSAS CITY INTL
992,LIHUE ARPT
993,PHOENIX SKY HARBOR
994,NASHVILLE INTL
995,JIM HAMILTON L B OWENS ARPT
996,SOUTHWEST FLORIDA INTL ARPT
997,ABERDEEN REGIONAL AR
998,NEWARK LIBERTY INTL ARPT
999,ASPEN-PITKIN CO/SARD
1000,ROCHESTER INTL
1001,MINNEAPOLIS-ST PAUL INTL
1002,PUEBLO MEMORIAL ARPT
1003,WESTCHESTER COUNTY ARPT
1004,BIRMINGHAM-SHUTTLESWORTH INTL
1005,ORLANDO INTL
1006,MYRTLE BEACH INTL
1007,LAFAYETTE REGIONAL (LA)
1008,CLEVELAND-HOPKINS INTL ARPT
1009,SAN FRANCISCO INTL ARPT
1010,CENTRAL WISCONSIN ARPT
1011,DETROIT METRO WAYNE COUNTY ARPT
1012,TOLEDO EXPRESS ARPT
1013,METRO OAKLAND INTL
1014,BEVERLY MUNICIPAL ARPT
1015,TED STEVENS ANCHORAGE INTL
1016,CHARLOTTE/DOUGLAS INTL ARPT
1017,CINCINNATI/NORTHERN KENTUCKY INTL ARPT
1018,GREATER PEORIA REGIONAL ARPT
1019,INDIANAPOLIS INTL
1020,LOUISVILLE INTL ARPT
1021,PORTLAND INTL (OR)
1022,STEWART INTL AIRPORT
1023,LOS ANGELES INTL
1024,BURKE LAKEFRONT
1025,PHILADELPHIA INTL
1026,CAPITAL CITY (MI)
1027,PEASE INTL TRADEPORT
1028,SAVANNAH INTL
1029,HILO INTL ARPT
1030,FORT LAUDERDALE/HOLLYWOOD INTL
1031,DALLAS LOVE FIELD ARPT
1032,LOGAN INTL
1033,DENVER INTL AIRPORT
1034,KALAMAZOO/BATTLE CREEK INTL
1035,GERALD R FORD INTL
1036,FORT SMITH MUNICIPAL ARPT
1037,MCCARREN INTL
1038,HESLER-NOBLE FIELD ARPT
1039,PENSACOLA REGIONAL
1040,BALTIMORE WASH INTL
1041,LAURENCE G HANSCOM
1042,PANAMA CITY - BAY COUNTY INTL
1043,OXNARD ARPT
1044,MORRISTOWN MUNICIPAL ARPT
1045,TRENTON MERCER ARPT
1046,TETERBORO AIRPORT
1047,SANFORD REGIONAL ARPT
1048,MEMPHIS INTL
1049,GREATER ROCHESTER INTL
1050,SAINT HUBERT
1051,RALEIGH-DURHAM INTL
1052,DUPAGE AIRPORT
1053,ROANOKE REGIONAL
1054,EL PASO INTL ARPT
1055,PALM BEACH INTL
1056,LEWISTON-NEZ PERCE CO ARPT
1057,BLOOMINGTON/NORMAL
1058,INDIANAPOLIS REGIONAL ARPT
1059,JACKSON EVERS INTL
1060,VANCOUVER INTL
1061,LEHIGH VALLEY INTL
1062,SALT LAKE CITY INTL
1063,QUAD CITY ARPT
1064,PORT COLUMBUS INTL
1065,EPPLEY AIRFIELD
1066,BOB HOPE ARPT
1067,GENERAL MITCHELL INTL
1068,FRESNO YOSEMITE INTL
1069,UNIVERSITY PARK ARPT
1070,COLORADO SPRINGS MUNICIPAL
1071,FORT WAYNE INTL
1072,KEARNEY MUNICIPAL
1073,WATERLOO REGIONAL ARPT
1074,ALBANY INTL
1075,SACRAMENTO INTL
1076,JOHN F KENNEDY INTL
1077,BUFFALO-NIAGARA INTL
1078,AUSTIN STRAUBEL INTL
1079,DES MOINES INTL
1080,WAUKEGAN REGIONAL ARPT
1081,RONALD REAGAN WASHINGTON NATL
1082,LOVELL FIELD ARPT
1083,JAMES M COX DAYTON INTL
1084,ALBUQUERQUE INTL
1085,MIAMI INTL
1086,JOSLIN FIELD - MAGIC VALLEY REGIONAL
1087,GREATER PITTSBURGH
1088,TROY MUNICIPAL ARPT
1089,NEW ORLEANS INTL
1090,LAMBERT-ST LOUIS INTL
1091,BRACKETT FIELD ARPT
1092,HOUSTON-HOBBY
1093,GEORGE BUSH INTERCONTINENTAL
1094,RENTON MUNICIPAL ARPT
1095,THE EASTERN IOWA ARPT
1096,NORTH BEND MUNICIPAL
1097,HARRISBURG INTL
1098,SANTA BARBARA MUNICIPAL
1099,BRADLEY INTL
1100,SAN DIEGO INTL
1101,YEAGER ARPT
1102,CHICAGO MIDWAY INTL ARPT
1103,ARDMORE MUNICIPAL
1104,SARASOTA-BRADENTON
1105,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL
1106,TALLAHASSEE REGIONAL
1107,UNALASKA ARPT
1108,FULTON COUNTY ARPT - BROWN FIELD
1109,GOLDEN TRIANGLE REGIONAL
1110,GULFPORT BILOXI REGIONAL
1111,MINETA SAN JOSE INTL
1112,HUNTSVILLE INTL
1113,JAMESTOWN REGIONAL
1114,AIRBORNE AIRPARK
1115,EVANSVILLE REGIONAL
1116,SPOKANE INTERNATIONAL
1117,SMITH REYOLDS ARPT
1118,LITTLE RIVER ARPT
1119,CONCORD REGIONAL ARPT
1120,AMARILLO INTL
1121,COBB COUNTY ARPT-MC COLLUM FIELD
1122,CHARLESTON AFB/INTL ARPT
1123,DANBURY MUNICIPAL ARPT
1124,RALPH WIEN MEMORIAL ARPT
1125,COLUMBUS MUNICIPAL ARPT (IN)
1126,VAN NUYS ARPT
1127,AUSTIN-BERGSTROM INTL
1128,OAKLAND/TROY ARPT
1129,BURLINGTON INTL
1130,KODIAK AIRPORT
1131,NAPA COUNTY ARPT
1132,EXECUTIVE ARPT
1133,WHITEMAN AIRPORT
1134,SCHOLES INTL ARPT AT GALVESTON
1135,ADAMS FIELD ARPT
1136,MONTGOMERY FIELD ARPT
1137,PHOENIX DEER VALLEY ARPT
1138,SKYLARK FIELD
1139,GREATER BINGHAMTON ARPT
1140,KLEBERG COUNTY ARPT
1141,JOPLIN REGIONAL
1142,JONESBORO MUNICIPAL ARPT
1143,HONOLULU INTL ARPT
1144,SIOUX GATEWAY ARPT
1145,SAN ANTONIO INTL
1146,VALLEY INTL
1147,JACKSON HOLE
1148,JOHN WAYNE AIRPORT
1149,DILLINGHAM AIRFIELD
1150,SHREVEPORT REGIONAL
1151,MCMINN COUNTY ARPT
1152,CUYAHOGA COUNTY ARPT
1153,MANCHESTER AIRPORT
1154,PORTLAND INTL JETPORT (ME)
1155,JEFFERSON CITY MEMORIAL ARPT
1156,NW ARKANSAS REGIONAL
1157,WICHITA MID-CONTINENT ARPT
1158,TYLER POUNDS FIELD
1159,ADDISON
1160,OWENSBORO-DAVIESS
1161,ATLANTIC CITY INTL
1162,LONG ISLAND MAC ARTHUR
1163,ELLINGTON FIELD ARPT
1164,LANCASTER ARPT (PA)
1165,NORTHEAST PHILADELPHIA ARPT
1166,LINCOLN MUNICIPAL
1167,SAN CARLOS ARPT
1168,IGOR I SIKORSKY MEMORIAL
1169,MORGANTOWN MUNICIPAL ARPT
1170,SITKA ROCKY GUTIERREZ ARPT
1171,GAINESVILLE REG ARPT
1172,TRI-CITIES REGIONAL TN/VA ARPT
1173,ALLEGHENY COUNTY ARPT
1174,JACKSONVILLE INTL
1175,PIERRE REGIONAL ARPT
1176,NEWPORT NEWS/WILLIAMSBURG INTL
1177,MANLEY HOT SPRINGS ARPT
1178,RICHMOND INTL
1179,KISSIMMEE GATEWAY ARPT
1180,VERO BEACH MUNICIPAL
1181,WAYNE MUNICIPAL ARPT
1182,ROCK SPRINGS-SWEETWATER CO
1183,LA CROSSE MUNICIPAL AIRPORT
1184,RICHARD LLOYD JONES JR ARPT
1185,BUTLER COUNTY REGIONAL
1186,SPRINGFIELD-BRANSON NATIONAL
1187,ABRAHAM LINCOLN CAPITAL ARPT
1188,SHEPPARD AIR FORCE BASE
1189,BUCHOLZ AAF MARSHALL
1190,CENTRAL NEBRASKA REGIONAL
1191,TAMPA INTL
1192,WORCESTER REGIONAL
1193,MEMORIAL FIELD
1194,KAHULUI ARPT
1195,OAKLAND COUNTY INTL
1196,JOHN C TUNE ARPT
1197,FORT LAUDERDALE EXECUTIVE ARPT
1198,MELBOURNE INTL
1199,BISMARCK MUNICIPAL ARPT
1200,MINOT INTL AIRPORT
1201,SLIDELL AIRPORT
1202,GREAT FALLS INTL
1203,BRAINERD-CROW WING
1204,BLUE GRASS ARPT
1205,ROGUE VALLEY INTL
1206,STUTTGART MUNICIPAL ARPT
1207,LAWTON-FORT SILL REGIONAL ARPT
1208,YAMPA VALLEY
1209,COLONEL JAMES JABARA ARPT
1210,MIDLAND INTL
1211,MALCOLM MCKINNON ARPT
1212,MILLARD ARPT
1213,ROCK COUNTY
1214,MARTIN STATE ARPT
1215,BUCHANAN FLD
1216,BOIRE FIELD
1217,VALDOSTA REGIONAL
1218,MANASSAS REGIONAL ARPT
1219,ERIE INTL
1220,CINCINNATI MUNI ARPT-LUNKEN FIELD
1221,SACRAMENTO MATHER ARPT
1222,LUIS MUNOZ MARIN INTL -SAN JUAN
1223,MOLOKAI ARPT
1224,MCGHEE TYSON ARPT
1225,ST. PETERSBURG/CLEARWATER INTL
1226,GRANT COUNTY ARPT
1227,TORONTO/LESTER B. PEARSON INTL
1228,DANE COUNTY REGIONAL ARPT-TRUAX FLD
1229,EDWARD G PITKA SR ARPT
1230,UNIV OF ILLINOIS -WILLARD ARPT
1231,ELKO REGIONAL ARPT
1232,DEKALB-PEACHTREE ARPT
1233,CHICAGO EXECUTIVE ARPT
1234,FLORENCE REGIONAL
1235,NORWOOD MEMORIAL ARPT
1236,LIVERMORE MUNICIPAL ARPT
1237,ROCKY MOUNT WILSON RGNL ARPT
1238,TULSA INTL
1239,BATON ROUGE METRO
1240,WILLOUGHBY LOST NATION MUNI ARPT
1241,WILKES-BARRE/SCRANTON INTL
1242,HENDERSON FIELD
1243,FALLS INTL ARPT
1244,LUBBOCK INTL
1245,AUGUSTA STATE
1246,WILMINGTON INTL
1247,JUNEAU INTL ARPT
1248,RENO TAHOE INTL
1249,ST AUGUSTINE
1250,MONTGOMERY REGIONAL ARPT
1251,PORTLAND-HILLSBORO ARPT
1252,PANGBORN MEMORIAL
1253,TRI-CITIES
1254,PURDUE UNIV ARPT
1255,DAYTONA BEACH INTL
1256,EASTERWOOD FIELD AIRPORT
1257,HENRY E ROHLSEN ARPT
1258,IMPERIAL COUNTY ARPT
1259,KLAMATH FALLS INTL
1260,FAIRBANKS INTL ARPT
1261,EUGENIO MARIA DE HOSTOS ARPT
1262,MISSOULA INTL ARPT
1263,DUBUQUE REGIONAL ARPT
1264,SAND POINT ARPT
1265,MONETT MUNICIPAL ARPT
1266,WATERBURY-OXFORD ARPT
1267,AKRON-CANTON MUNICIPAL
1268,READING REGIONAL
1269,COLUMBUS METRO
1270,NANTUCKET MEMORIAL
1271,ROCKY MOUNTAIN METROPOLITAN ARPT
1272,COLUMBIA METRO
1273,WILLIAMSPORT
1274,BUSH FLD
1275,INDIANAPOLIS METROPOLITAN ARPT
1276,BISHOP INTL FLINT
1277,BELLINGHAM INTL
1278,BETZ ARPT
1279,NOGALES INTL ARPT
1280,GANDER INTL
1281,GOSHEN MUNICIPAL ARPT
1282,ADAMS COUNTY- LEGION FIELD
1283,HAMILTON MUNICIPAL ARPT
1284,FALCON FIELD ARPT
1285,KAPALUA ARPT
1286,BROWNSVL/SO PADRE IS
1287,GUAM INTL ARPT
1288,CHESTER COUNTY G O CARLSON ARPT
1289,SNOHOMISH CO (PAINE FIELD)
1290,ST. LUCIE COUNTY INTL ARPT
1291,MEACHAM FT WORTH
1292,GRAND JUNCTION REGIONAL ARPT
1293,IDAHO FALLS REGIONAL ARPT
1294,MBS INTL
1295,REPUBLIC AIRPORT
1296,CAPITAL CITY ARPT (PA)
1297,GREENVILLE-SPARTANBURG INTL
1298,ASHEVILLE REGIONAL ARPT
1299,ST LOUIS DOWNTOWN
1300,MOBILE DOWNTOWN ARPT
1301,PULLMAN-MOSCOW REGIONAL
1302,MCNARY FLD ARPT
1303,BOWMAN FIELD
1304,PIEDMONT TRIAD INTL
1305,FLOYD BENNETT MEMORIAL
1306,WEST BEND MUNICIPAL ARPT
1307,GREATER ROCKFORD
1308,GRAND CANYON WEST
1309,KEY WEST INTL ARPT
1310,EPHRAIM- FISH CREEK
1311,NUT TREE AIRPORT
1312,SACRAMENTO EXECUTIVE ARPT
1313,MONTEREY PENINSULA
1314,JOE FOSS FIELD ARPT
1315,CHEYENNE REGIONAL ARPT
1316,TRI-STATE MILTON FERGUSON
1317,CYRIL E KING ARPT
1318,LONG BEACH-DAUGH FLD
1319,ABILENE REGIONAL ARPT
1320,TEXARKANA-WEBB FIELD
1321,HAMILTON
1322,WILL ROGERS WORLD ARPT
1323,LEBANON MUNICIPAL ARPT
1324,GRAND FORKS INTL
1325,HILTON HEAD ISLAND
1326,WILLOW RUN ARPT
1327,GROSSE ILE MUNICIPAL ARPT
1328,LAKELAND LINDER REGIONAL
1329,SOUTH BEND REGIONAL
1330,OUTAGAMIE COUNTY REGIONAL
1331,MAHLON SWEET FLD
1332,QUONSET STATE ARPT
1333,SOUTHWEST GEORGIA REGIONAL ARPT
1334,EASTERN WEST VIRGINIA REGIONAL ARPT
1335,BOEING FIELD K C INT
1336,SAIPAN INTL
1337,WILLIAMSON COUNTY REGIONAL
1338,CENTENNIAL ARPT
1339,WALLA WALLA REGIONAL
1340,JIM HOGG COUNTY AROT
1341,HAWTHORNE MUNICIPAL ARPT
1342,PETALUMA MUNICIPAL ARPT
1343,SONOMA COUNTY ARPT
1344,LANAI ARPT
1345,TUCSON INTL
1346,JOHNSON COUNTY EXECUTIVE ARPT
1347,ROSWELL INTL AIR CENTER
1348,ALBERT J ELLIS
1349,HECTOR INTERNATIONAL
1350,SCHENECTADY COUNTY
1351,DILLANT-HOPKINS ARPT
1352,SALISBURY-WICOMICO
1353,CORPUS CHRISTI INTL ARPT
1354,MONROE REGIONAL ARPT
1355,BARNSTABLE MUNICIPAL
1356,ROBERTSON FIELD
1357,MODESTO CITY-COUNTY
1358,YELLOWSTONE ARPT
1359,DEER PARK ARPT
1360,ZELIENOPLE MUNICIPAL
1361,LORAIN COUNTY REGIONAL ARPT
1362,CECIL ARPT
1363,BOLTON FIELD ARPT
1364,ST LOUIS REGIONAL
1365,EASTON/NEWMAN FIELD ARPT
1366,CHERRY CAPITAL ARPT
1367,ST. PAUL DOWNTOWN ARPT
1368,OSCEOLA MUNICIPAL ARPT
1369,YELLOWSTONE REGIONAL
1370,DURANGO-LA PLATA CO
1371,SELAWICK ARPT
1372,WALLOPS FLIGHT FACILITY
1373,OHIO STATE UNIVERSITY
1374,SHEBOYGAN COUNTY MEMORIAL ARPT
1375,SITKA (SPB)
1376,THIEF RIVER FALLS REGIONAL
1377,YAKUTAT ARPT
1378,MARSHALL ISLANDS INTL ARPT
1379,SYRACUSE HANCOCK INTL
1380,MERCEDITA ARPT
1381,ORMOND BEACH MUNICIPAL ARPT
1382,MONTROSE REGIONAL ARPT
1383,HELENA REGIONAL
1384,MOBILE REGIONAL
1385,PALM SPRINGS INTL
1386,DE KALB TAYLOR MUNICIPAL ARPT
1387,EVANSTON-UINTA COUNTY BURNS FIELD
1388,JESSE VIERTEL MEMORIAL ARPT
1389,MCCLELLAN-PALOMAR
1390,MC CLELLAN AIRFIELD
1391,WAYNE COUNTY
1392,CHINO AIRPORT
1393,MIDDLE GEORGIA REGIONAL
1394,COMPTON/WOODLEY ARPT
1395,YOUNGSTOWN-WARREN RGNL ARPT
1396,RANGE REGIONAL ARPT
1397,EL MONTE ARPT
1398,ALLENTOWN QUEEN CITY MUNICIPAL
1399,SUGAR LAND REGIONAL ARPT
1400,NORTHEASTERN REGIONAL
1401,LINDEN AIRPORT
1402,ELMIRA/CORNING MUNICIPAL
1403,MANHATTAN REGIONAL
1404,SCOTT CITY MUNICIPAL ARPT
1405,CHILLICOTHE MUNICIPAL ARPT
1406,PLYMOUTH MUNICIPAL ARPT (MA)
1407,BOISE AIR TERMINAL/GOWEN FIELD
1408,ANOKA COUNTY-BLAINE
1409,HAGERSTOWN REGIONAL
1410,USAF ACADEMY BULLSEYE AUX AIRSTRIP
1411,GLASGOW INTL/WOKAL FIELD
1412,MONMOUTH EXECUTIVE ARPT
1413,QUEBEC/JEAN LESAGE INTL
1414,ELK GROVE ARPT
1415,LAKE CHARLES REGIONAL
1416,WINDHAM ARPT
1417,HUNTINGBURG ARPT
1418,DUTCHESS COUNTY ARPT
1419,FERANDINA BEACH MUNICIPAL ARPT
1420,HOBBY FIELD ARPT
1421,CAPE MAY COUNTY ARPT
1422,SALINA MUNICIPAL
1423,BETHEL ARPT
1424,GLADEWATER MUNICIPAL ARPT
1425,OCONEE COUNTY REGIONAL ARPT
1426,KETCHIKAN INTL ARPT
1427,TWEED-NEW HAVEN ARPT
1428,GALLATIN FIELD ARPT
1429,PINAL AIRPARK
1430,MARTHAS VINEYARD
1431,BROOKINGS MUNICIPAL ARPT
1432,EAST HAMPTON ARPT
1433,NATRONA COUNTY INTL
1434,FINDLAY ARPT
1435,ROGERS MUNICIPAL ARPT-CARTER FIELD
1436,FULLERTON MUNICIPAL ARPT
1437,ST CLAIR COUNTY INTL ARPT
1438,KINGS LAND O' LAKES ARPT
1439,RAPID CITY REGIONAL
1440,AURORA MUNICIPAL ARPT
1441,NORTH CENTRAL WEST VIRGINIA ARPT
1442,KONGIGANAK ARPT
1443,WESTERLY STATE ARPT
1444,CAPE GIRARDEAU MUNICIPAL
1445,KALAELOA ARPT JOHN RODGERS FIELD
1446,ERNEST A LOVE FIELD
1447,KENDALL-TAMIAMI EXECUTIVE ARPT
1448,GRAND RAPIDS/ITASCA COUNTY ARPT
1449,ADDINGTON FIELD ARPT
1450,WILLMAR MUNICIPAL
1451,MC ALLEN MILLER INTL
1452,PALESTINE MUNICIPAL ARPT
1453,WHEELER-SACK ARMY AIRFIELD
1454,CLEVELAND MUNICIPAL ARPT
1455,DEMOPOLIS MUNICIPAL ARPT
1456,NEW CENTURY AIRCENTER ARPT
1457,FORT DODGE REGIONAL
1458,ARNOLD PALMER REGIONAL
1459,BRANSON ARPT
1460,LAREDO INTL
1461,WENDOVER ARPT
1462,ALTOONA-BLAIR COUNTY
1463,REDDING MUNICIPAL
1464,BILLINGS LOGAN INTL
1465,PHOENIX-MESA GATEWAY
1466,COLD BAY ARPT
1467,DELTA COUNTY ARPT
1468,BOWERMAN ARPT
1469,KEY FLD
1470,BELLEVILLE MUNICIPAL
1471,MONROE COUNTY
1472,COLUMBIA REGIONAL
1473,FORT WORTH SPINKS ARPT
1474,PUNTA GORDA ARPT
1475,DULUTH INTL ARPT
1476,WILLIAM B HEILIG FIELD
1477,PHOENIX GOODYEAR ARPT
1478,JAMES CLEMENTS MUNICIPAL ARPT
1479,ALEXANDRIA INTL
1480,GARY CHICAGO INTL
1481,GREENVILLE DOWNTOWN ARPT
1482,RIO VISTA MUNICIPAL ARPT
1483,ELIZABETHTON MUNICIPAL ARPT
1484,CAPE COD COAST GUARD AIR STATION
1485,PRYOR FIELD REGIONAL ARPT
1486,CHARLES B WHEELER DOWNTOWN ARPT
1487,BARKLEY REGIONAL ARPT
1488,JACQUELINE COCHRAN REGIONAL ARPT
1489,BARROW COUNTY ARPT
1490,HAYWARD EXECUTIVE ARPT
